dataset,project,package,complextype,severity,AMWNAMM_type,AMW_type,ATFD_type,CBO_type,CFNAMM_type,DIT_type,FANOUT_type,LCOM5_type,LOCNAMM_type,LOC_package,LOC_project,LOC_type,NIM_type,NMO_type,NOAM_type,NOA_type,NOCS_package,NOCS_project,NOCS_type,NOC_type,NOII_type,NOI_package,NOI_project,NOMNAMM_package,NOMNAMM_project,NOMNAMM_type,NOM_package,NOM_project,NOM_type,NOPA_type,NOPK_project,RFC_type,TCC_type,WMCNAMM_type,WMC_type,WOC_type,isStatic_type,modifier_type,num_final_attributes,num_final_not_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_static_attributes,num_static_not_final_attributes,number_abstract_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,number_final_methods,number_final_not_static_methods,number_final_static_methods,number_not_abstract_not_final_methods,number_not_final_not_static_methods,number_not_final_static_methods,number_package_visibility_attributes,number_package_visibility_methods,number_private_visibility_attributes,number_private_visibility_methods,number_protected_visibility_attributes,number_protected_visibility_methods,number_public_visibility_methods,number_standard_design_methods,number_static_methods,visibility_type
data-class,log4j-1.2.16,org.apache.log4j.lf5.viewer,LogBrokerMonitor,3.0,1.7294117647058824,1.6730769230769231,8.0,16.0,59.0,1.0,45.0,0.9809173083361231,1384.0,2771.0,34617.0,1526.0,0.0,0.0,19.0,29.0,52.0,296.0,33.0,0.0,0.0,0.0,19.0,176.0,1724.0,85.0,208.0,2118.0,104.0,1.0,22.0,175.0,0.10279840091376356,147.0,174.0,0.391304347826087,0.0,other,1.0,0.0,1.0,28.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,104.0,104.0,0.0,0.0,0.0,0.0,0.0,28.0,82.0,22.0,84.0,0.0,public
data-class,log4j-1.2.16,org.apache.log4j.lf5.viewer,LogTable,1.0,1.6,1.7,1.0,4.0,5.0,5.0,4.0,1.0,169.0,2771.0,34617.0,227.0,698.0,0.0,5.0,17.0,52.0,296.0,1.0,0.0,0.0,0.0,19.0,176.0,1724.0,5.0,208.0,2118.0,10.0,0.0,22.0,15.0,0.1111111111111111,8.0,17.0,0.5,0.0,other,1.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,16.0,2.0,8.0,4.0,0.0,public
data-class,log4j-1.2.16,org.apache.log4j.chainsaw,EventDetails,3.0,1.5,1.1,0.0,3.0,2.0,1.0,1.0,1.0,59.0,1274.0,34617.0,107.0,0.0,0.0,8.0,8.0,20.0,296.0,0.0,0.0,0.0,0.0,19.0,55.0,1724.0,2.0,72.0,2118.0,10.0,0.0,22.0,17.0,0.0,3.0,11.0,0.0,0.0,other,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,package
data-class,axion-1.0-M2,org.axiondb.jdbc,ConnectionFactory,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,24.0,3219.0,28583.0,24.0,0.0,0.0,0.0,1.0,12.0,223.0,0.0,2.0,0.0,2.0,38.0,471.0,2592.0,2.0,549.0,2989.0,2.0,1.0,13.0,3.0,1.0,4.0,4.0,0.0,0.0,abstract,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,public
data-class,axion-1.0-M2,org.axiondb.jdbc,AbstractAxionBlob,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,58.0,3219.0,28583.0,58.0,0.0,0.0,0.0,0.0,12.0,223.0,0.0,1.0,1.0,2.0,38.0,471.0,2592.0,11.0,549.0,2989.0,11.0,0.0,13.0,11.0,0.0,11.0,11.0,0.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,public
data-class,axion-1.0-M2,org.axiondb.engine.commands,SelectCommand,3.0,5.24,3.9473684210526314,21.0,39.0,49.0,2.0,29.0,0.9268680445151034,637.0,2074.0,28583.0,745.0,0.0,0.0,13.0,17.0,17.0,223.0,0.0,0.0,0.0,0.0,38.0,145.0,2592.0,25.0,207.0,2989.0,38.0,0.0,13.0,130.0,0.32763532763532766,131.0,150.0,0.0,0.0,other,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,38.0,0.0,0.0,0.0,17.0,10.0,0.0,1.0,27.0,24.0,0.0,public
data-class,jgraphpad-5.10.0.2,org.jgraph.plugins.layouts,AnnealingLayoutSettings,4.0,1.6603773584905661,1.5280898876404494,3.0,1.0,4.0,5.0,5.0,0.9595829428303655,1633.0,12877.0,33431.0,2078.0,520.0,0.0,36.0,97.0,50.0,426.0,4.0,0.0,1.0,1.0,16.0,400.0,1530.0,53.0,545.0,1879.0,89.0,34.0,22.0,94.0,0.11512605042016806,88.0,136.0,0.29292929292929293,0.0,other,34.0,0.0,34.0,63.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,89.0,89.0,0.0,2.0,0.0,59.0,3.0,2.0,21.0,65.0,52.0,0.0,public
data-class,jgraphpad-5.10.0.2,org.jgraph.plugins.layouts,MoenLayoutAlgorithm,1.0,2.782608695652174,2.76,0.0,2.0,3.0,2.0,3.0,0.9702380952380952,576.0,12877.0,33431.0,596.0,13.0,3.0,2.0,7.0,50.0,426.0,3.0,0.0,0.0,1.0,16.0,400.0,1530.0,23.0,545.0,1879.0,25.0,4.0,22.0,43.0,0.18115942028985507,64.0,69.0,0.45454545454545453,0.0,other,4.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,25.0,0.0,1.0,0.0,0.0,0.0,2.0,18.0,7.0,22.0,0.0,public
data-class,jgraphpad-5.10.0.2,org.jgraph.plugins.layouts,AnnealingLayoutAlgorithm,4.0,5.3125,4.8,32.0,3.0,3.0,2.0,3.0,0.961755233494364,2128.0,12877.0,33431.0,2214.0,13.0,3.0,7.0,46.0,50.0,426.0,1.0,0.0,1.0,1.0,16.0,400.0,1530.0,48.0,545.0,1879.0,55.0,15.0,22.0,72.0,0.32679738562091504,255.0,264.0,0.39285714285714285,0.0,other,17.0,0.0,17.0,29.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,55.0,55.0,0.0,0.0,0.0,23.0,35.0,8.0,7.0,13.0,46.0,0.0,public
data-class,jgraphpad-5.10.0.2,org.jgraph.plugins.layouts,SugiyamaLayoutAlgorithm.CellWrapper,2.0,1.3333333333333333,1.1818181818181819,0.0,0.0,0.0,1.0,0.0,0.9,83.0,12877.0,33431.0,121.0,0.0,0.0,5.0,6.0,50.0,426.0,0.0,0.0,1.0,1.0,16.0,400.0,1530.0,6.0,545.0,1879.0,11.0,0.0,22.0,11.0,0.17777777777777778,8.0,13.0,1.0,0.0,other,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,11.0,0.0,4.0,10.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,package
data-class,jgraphpad-5.10.0.2,org.jgraph.plugins.layouts,GEMLayoutAlgorithm,4.0,4.595744680851064,4.38,44.0,4.0,8.0,2.0,3.0,0.9636734693877551,2022.0,12877.0,33431.0,2044.0,13.0,3.0,3.0,50.0,50.0,426.0,0.0,0.0,1.0,1.0,16.0,400.0,1530.0,47.0,545.0,1879.0,50.0,12.0,22.0,73.0,0.35,216.0,219.0,0.3181818181818182,0.0,other,14.0,0.0,14.0,36.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,25.0,33.0,13.0,7.0,10.0,46.0,0.0,public
data-class,jgraphpad-5.10.0.2,org.jgraph.plugins.codecs,JGraphJGX.DelayedAttributeID,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.875,11.0,3009.0,33431.0,75.0,0.0,0.0,8.0,4.0,22.0,426.0,0.0,0.0,0.0,0.0,16.0,94.0,1530.0,1.0,112.0,1879.0,9.0,0.0,22.0,9.0,0.14285714285714285,1.0,9.0,0.1111111111111111,1.0,other,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,public
data-class,jext-5.0,org.jext.textarea,CsWord,1.0,13.0,13.0,0.0,3.0,2.0,2.0,1.0,1.0,129.0,348.0,34855.0,129.0,7.0,0.0,0.0,7.0,9.0,485.0,0.0,0.0,0.0,0.0,19.0,18.0,1864.0,2.0,18.0,2169.0,2.0,5.0,37.0,12.0,1.0,26.0,26.0,0.2857142857142857,0.0,other,5.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,public
data-class,jext-5.0,org.jext.textarea,ScrollUp,1.0,1.5,1.5,0.0,3.0,2.0,2.0,1.0,0.0,14.0,348.0,34855.0,14.0,7.0,0.0,0.0,0.0,9.0,485.0,0.0,0.0,0.0,0.0,19.0,18.0,1864.0,2.0,18.0,2169.0,2.0,0.0,37.0,12.0,1.0,3.0,3.0,1.0,0.0,final,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,public
data-class,jext-5.0,org.jext.event,JextEvent,3.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,83.0,132.0,34855.0,120.0,0.0,0.0,3.0,19.0,1.0,485.0,0.0,0.0,0.0,1.0,19.0,3.0,1864.0,2.0,6.0,2169.0,5.0,16.0,37.0,6.0,0.0,2.0,5.0,0.09523809523809523,0.0,other,16.0,0.0,16.0,3.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,public
data-class,jext-5.0,org.jext.print,PrintingOptions,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9285714285714286,17.0,758.0,34855.0,97.0,0.0,0.0,13.0,7.0,6.0,485.0,0.0,0.0,0.0,0.0,19.0,21.0,1864.0,2.0,39.0,2169.0,15.0,0.0,37.0,15.0,0.08974358974358974,2.0,15.0,0.13333333333333333,0.0,other,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,15.0,0.0,0.0,public
data-class,jext-5.0,org.jext.print,PrintText.PrintableText,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8571428571428571,17.0,758.0,34855.0,47.0,0.0,0.0,5.0,3.0,6.0,485.0,0.0,0.0,0.0,0.0,19.0,21.0,1864.0,3.0,39.0,2169.0,8.0,0.0,37.0,8.0,0.2,3.0,8.0,0.0,0.0,other,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,package
data-class,jext-5.0,org.jext,Jext,4.0,2.6805555555555554,2.6805555555555554,12.0,55.0,67.0,1.0,53.0,0.9709507042253521,1550.0,7907.0,34855.0,1550.0,0.0,0.0,0.0,33.0,30.0,485.0,0.0,0.0,0.0,3.0,19.0,326.0,1864.0,72.0,389.0,2169.0,72.0,11.0,37.0,144.0,0.15432692307692308,193.0,193.0,0.8472222222222222,0.0,other,5.0,0.0,5.0,0.0,33.0,28.0,0.0,0.0,0.0,2.0,0.0,2.0,70.0,0.0,70.0,0.0,4.0,22.0,7.0,0.0,0.0,61.0,72.0,72.0,public
data-class,cobertura-1.9.4.1,net.sourceforge.cobertura.check,PackageCoverage,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8571428571428571,25.0,419.0,58364.0,49.0,0.0,0.0,4.0,4.0,3.0,107.0,0.0,0.0,0.0,0.0,10.0,14.0,3159.0,4.0,21.0,3309.0,8.0,0.0,19.0,8.0,0.14285714285714285,4.0,8.0,0.5,0.0,other,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,4.0,0.0,public
data-class,cobertura-1.9.4.1,net.sourceforge.cobertura.javancss,PackageMetric,1.0,1.3333333333333333,1.3333333333333333,0.0,1.0,2.0,2.0,1.0,0.5,31.0,598.0,58364.0,31.0,4.0,1.0,0.0,2.0,5.0,107.0,0.0,0.0,0.0,0.0,10.0,33.0,3159.0,3.0,43.0,3309.0,3.0,2.0,19.0,9.0,1.0,4.0,4.0,0.6,0.0,other,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,public
data-class,quartz-1.8.3,org.quartz.xml,XMLSchedulingDataProcessor,4.0,4.2631578947368425,4.1,14.0,11.0,34.0,1.0,12.0,0.9638694638694639,1100.0,1238.0,52319.0,1127.0,0.0,0.0,2.0,22.0,3.0,280.0,1.0,0.0,1.0,0.0,36.0,46.0,2438.0,38.0,49.0,2923.0,40.0,5.0,44.0,88.0,0.4267425320056899,162.0,164.0,0.7272727272727273,0.0,other,8.0,1.0,7.0,14.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,5.0,1.0,12.0,22.0,17.0,37.0,0.0,public
data-class,quartz-1.8.3,org.quartz.xml,org.quartz.xml.XMLSchedulingDataProcessor$1,1.0,2.3333333333333335,2.3333333333333335,1.0,1.0,0.0,1.0,0.0,0.0,29.0,1238.0,52319.0,29.0,0.0,0.0,0.0,0.0,3.0,280.0,0.0,0.0,1.0,0.0,36.0,46.0,2438.0,3.0,49.0,2923.0,3.0,0.0,44.0,3.0,0.0,7.0,7.0,0.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,package
data-class,quartz-1.8.3,org.quartz.impl.jdbcjobstore,SchedulerStateRecord,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,19.0,12094.0,52319.0,61.0,0.0,0.0,6.0,3.0,71.0,280.0,0.0,0.0,1.0,7.0,36.0,469.0,2438.0,0.0,560.0,2923.0,6.0,0.0,44.0,6.0,0.2,0.0,6.0,0.0,0.0,other,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,public
data-class,quartz-1.8.3,org.quartz.impl.jdbcjobstore,JobStoreSupport,4.0,3.194915254237288,2.770700636942675,43.0,31.0,181.0,1.0,69.0,0.9896449704142012,3392.0,12094.0,52319.0,3877.0,0.0,0.0,39.0,39.0,71.0,280.0,46.0,2.0,2.0,7.0,36.0,469.0,2438.0,118.0,560.0,2923.0,157.0,0.0,44.0,366.0,0.24011007911936705,377.0,435.0,0.0,0.0,abstract,6.0,1.0,5.0,32.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,155.0,157.0,0.0,0.0,0.0,22.0,4.0,17.0,62.0,91.0,118.0,0.0,public
data-class,quartz-1.8.3,org.quartz,CronExpression,3.0,12.037037037037036,10.709677419354838,3.0,2.0,1.0,1.0,1.0,0.9261904761904761,1357.0,12436.0,52319.0,1399.0,0.0,2.0,4.0,28.0,36.0,280.0,0.0,1.0,2.0,9.0,36.0,462.0,2438.0,27.0,596.0,2923.0,31.0,0.0,44.0,32.0,0.27832512315270935,325.0,332.0,0.75,0.0,other,14.0,0.0,14.0,14.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,30.0,1.0,0.0,0.0,3.0,1.0,25.0,18.0,12.0,26.0,1.0,public
data-class,quartz-1.8.3,org.quartz.impl,StdSchedulerFactory,4.0,8.222222222222221,7.904761904761905,38.0,34.0,60.0,1.0,27.0,0.9865079365079366,1277.0,5065.0,52319.0,1381.0,0.0,0.0,3.0,63.0,15.0,280.0,0.0,0.0,1.0,0.0,36.0,266.0,2438.0,18.0,282.0,2923.0,21.0,59.0,44.0,115.0,0.4,148.0,166.0,0.14084507042253522,0.0,other,60.0,1.0,59.0,3.0,59.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,21.0,20.0,1.0,0.0,0.0,4.0,8.0,0.0,1.0,12.0,15.0,1.0,public
data-class,drawswf-1.2.9,com.anotherbigidea.flash.sound,MP3Frame,1.0,5.2,3.4444444444444446,0.0,0.0,0.0,1.0,0.0,0.9535714285714285,161.0,1005.0,38451.0,177.0,0.0,1.0,4.0,35.0,8.0,297.0,0.0,0.0,0.0,1.0,25.0,30.0,2257.0,5.0,38.0,2742.0,9.0,14.0,33.0,9.0,0.5357142857142857,26.0,31.0,0.21739130434782608,0.0,other,19.0,0.0,19.0,14.0,21.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,8.0,1.0,0.0,0.0,2.0,0.0,19.0,0.0,9.0,4.0,1.0,public
data-class,drawswf-1.2.9,com.anotherbigidea.flash.movie,MorphShape,2.0,1.0,1.0,1.0,5.0,3.0,2.0,3.0,0.6,24.0,3877.0,38451.0,36.0,4.0,0.0,4.0,2.0,48.0,297.0,0.0,0.0,0.0,1.0,25.0,197.0,2257.0,2.0,376.0,2742.0,6.0,0.0,33.0,13.0,0.6,2.0,6.0,0.2,0.0,other,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,0.0,public
data-class,drawswf-1.2.9,com.anotherbigidea.flash.movie,Font.Chars,3.0,3.5,2.0,6.0,5.0,3.0,1.0,4.0,0.9135802469135802,80.0,3877.0,38451.0,106.0,0.0,1.0,6.0,9.0,48.0,297.0,0.0,0.0,0.0,1.0,25.0,197.0,2257.0,4.0,376.0,2742.0,10.0,0.0,33.0,17.0,0.19444444444444445,14.0,20.0,0.25,0.0,other,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,8.0,3.0,0.0,public
data-class,drawswf-1.2.9,com.anotherbigidea.flash.movie,FontDefinition.Glyph,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8333333333333334,3.0,3877.0,38451.0,21.0,0.0,0.0,6.0,3.0,48.0,297.0,0.0,0.0,0.0,1.0,25.0,197.0,2257.0,1.0,376.0,2742.0,7.0,0.0,33.0,7.0,0.2,1.0,7.0,0.14285714285714285,1.0,other,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,public
data-class,drawswf-1.2.9,com.anotherbigidea.flash.movie,FontDefinition.KerningPair,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,2.0,3877.0,38451.0,20.0,0.0,0.0,6.0,3.0,48.0,297.0,0.0,0.0,0.0,1.0,25.0,197.0,2257.0,1.0,376.0,2742.0,7.0,0.0,33.0,7.0,0.2,1.0,7.0,0.14285714285714285,1.0,other,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,public
data-class,drawswf-1.2.9,org.apache.batik.ext.awt,RenderingHintsKeyExt,1.0,1.0,1.0,0.0,4.0,4.0,1.0,4.0,0.0,71.0,3667.0,38451.0,71.0,0.0,0.0,0.0,6.0,13.0,297.0,0.0,0.0,0.0,0.0,25.0,58.0,2257.0,1.0,65.0,2742.0,1.0,6.0,33.0,5.0,1.0,1.0,1.0,0.0,0.0,final,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,public
data-class,velocity-1.6.4,org.apache.velocity.convert,WebMacro,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.8571428571428571,269.0,269.0,55590.0,269.0,0.0,0.0,0.0,3.0,1.0,388.0,0.0,0.0,0.0,0.0,47.0,8.0,2678.0,8.0,8.0,2957.0,8.0,0.0,33.0,9.0,1.0,24.0,24.0,1.0,0.0,other,2.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,6.0,5.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,4.0,8.0,2.0,public
data-class,jspwiki-2.8.4,com.ecyrd.management,SimpleMBean,1.0,4.555555555555555,4.2727272727272725,0.0,0.0,0.0,1.0,0.0,1.0,337.0,382.0,69144.0,382.0,0.0,0.0,2.0,1.0,1.0,405.0,0.0,2.0,1.0,0.0,36.0,9.0,2245.0,9.0,11.0,2714.0,11.0,0.0,40.0,11.0,0.0,41.0,47.0,0.0,0.0,abstract,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,9.0,10.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,8.0,8.0,1.0,public
data-class,jspwiki-2.8.4,com.ecyrd.jspwiki.htmltowiki,XHtmlToWikiConfig,4.0,1.0,1.0666666666666667,2.0,2.0,1.0,1.0,2.0,0.9285714285714286,34.0,1713.0,69144.0,175.0,0.0,0.0,13.0,6.0,9.0,405.0,0.0,0.0,0.0,0.0,36.0,58.0,2245.0,2.0,72.0,2714.0,15.0,0.0,40.0,18.0,0.09090909090909091,2.0,16.0,0.14285714285714285,0.0,other,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,14.0,0.0,0.0,public
data-class,jspwiki-2.8.4,com.ecyrd.jspwiki.filters,SpamFilter,4.0,4.76,4.76,17.0,14.0,31.0,2.0,13.0,0.969551282051282,1157.0,2003.0,69144.0,1157.0,4.0,2.0,0.0,52.0,12.0,405.0,2.0,0.0,0.0,1.0,36.0,67.0,2245.0,25.0,73.0,2714.0,25.0,13.0,40.0,75.0,0.25,119.0,119.0,0.38095238095238093,0.0,other,28.0,0.0,28.0,20.0,32.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,21.0,17.0,4.0,0.0,0.0,39.0,17.0,0.0,0.0,8.0,25.0,8.0,public
data-class,jspwiki-2.8.4,com.ecyrd.jspwiki.filters,SpamFilter.Host,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,11.0,2003.0,69144.0,35.0,0.0,0.0,4.0,4.0,12.0,405.0,0.0,0.0,0.0,1.0,36.0,67.0,2245.0,1.0,73.0,2714.0,5.0,0.0,40.0,5.0,0.0,1.0,5.0,0.2,0.0,other,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,private
data-class,jspwiki-2.8.4,com.ecyrd.jspwiki.parser,JSPWikiMarkupParser,4.0,6.360655737704918,6.290322580645161,33.0,29.0,48.0,2.0,22.0,0.9809931100023759,2937.0,4599.0,69144.0,2958.0,15.0,0.0,1.0,69.0,11.0,405.0,1.0,0.0,0.0,1.0,36.0,115.0,2245.0,61.0,128.0,2714.0,62.0,10.0,40.0,136.0,0.3333333333333333,388.0,390.0,0.375,0.0,other,32.0,0.0,32.0,35.0,34.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,61.0,54.0,7.0,2.0,0.0,43.0,52.0,14.0,4.0,6.0,60.0,8.0,public
data-class,jspwiki-2.8.4,com.ecyrd.jspwiki.rss,Entry,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8888888888888888,109.0,1457.0,69144.0,109.0,0.0,0.0,10.0,5.0,7.0,405.0,0.0,0.0,0.0,0.0,36.0,32.0,2245.0,0.0,56.0,2714.0,10.0,0.0,40.0,10.0,0.1111111111111111,0.0,10.0,0.0,0.0,other,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,11.0,0.0,0.0,public
data-class,jgraph-5.13.0.0,com.jgraph.layout.hierarchical,JGraphCoordinateAssignment,3.0,6.928571428571429,5.230769230769231,10.0,6.0,13.0,1.0,4.0,0.9411764705882354,953.0,2496.0,53577.0,1184.0,0.0,0.0,12.0,17.0,12.0,399.0,2.0,0.0,1.0,1.0,23.0,46.0,2349.0,14.0,76.0,2996.0,26.0,0.0,32.0,44.0,0.2867647058823529,97.0,136.0,0.26666666666666666,0.0,other,0.0,0.0,0.0,16.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,1.0,8.0,16.0,3.0,15.0,13.0,0.0,public
data-class,jgraph-5.13.0.0,com.jgraph.example.panelexample,BusinessObjectWrapper2,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7777777777777777,14.0,710.0,53577.0,44.0,0.0,1.0,6.0,3.0,9.0,399.0,0.0,0.0,0.0,0.0,23.0,30.0,2349.0,1.0,43.0,2996.0,7.0,0.0,32.0,7.0,0.23809523809523808,1.0,7.0,0.14285714285714285,0.0,other,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,1.0,0.0,public
data-class,jgraph-5.13.0.0,org.jgraph.graph,EdgeRenderer,4.0,4.666666666666667,4.444444444444445,28.0,9.0,38.0,4.0,9.0,0.9350649350649352,1033.0,16067.0,53577.0,1065.0,516.0,2.0,3.0,37.0,45.0,399.0,0.0,0.0,2.0,12.0,23.0,839.0,2349.0,42.0,1014.0,2996.0,45.0,4.0,32.0,94.0,0.2524390243902439,196.0,200.0,0.8064516129032258,0.0,other,0.0,0.0,0.0,34.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,45.0,0.0,0.0,1.0,0.0,3.0,33.0,14.0,27.0,41.0,0.0,public
data-class,jgraph-5.13.0.0,org.jgraph.graph,GraphLayoutCache,3.0,4.316831683168317,3.4892086330935252,9.0,17.0,70.0,1.0,17.0,0.9758454106280192,2435.0,16067.0,53577.0,2907.0,0.0,0.0,38.0,28.0,45.0,399.0,2.0,2.0,2.0,12.0,23.0,839.0,2349.0,101.0,1014.0,2996.0,139.0,0.0,32.0,213.0,0.30846634281748786,436.0,485.0,0.6695652173913044,0.0,other,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,139.0,137.0,2.0,0.0,0.0,0.0,3.0,28.0,21.0,115.0,97.0,2.0,public
