dataset,project,package,complextype,method,severity,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,isStatic_method,AMWNAMM_type,AMW_type,ATFD_type,CBO_type,CFNAMM_type,DIT_type,FANOUT_type,LCOM5_type,LOCNAMM_type,LOC_package,LOC_project,LOC_type,NIM_type,NMO_type,NOAM_type,NOA_type,NOCS_package,NOCS_project,NOCS_type,NOC_type,NOII_type,NOI_package,NOI_project,NOMNAMM_package,NOMNAMM_project,NOMNAMM_type,NOM_package,NOM_project,NOM_type,NOPA_type,NOPK_project,RFC_type,TCC_type,WMCNAMM_type,WMC_type,WOC_type,isStatic_type,modifier_type,num_final_attributes,num_final_not_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_static_attributes,num_static_not_final_attributes,number_abstract_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,number_final_methods,number_final_not_static_methods,number_final_static_methods,number_not_abstract_not_final_methods,number_not_final_not_static_methods,number_not_final_static_methods,number_package_visibility_attributes,number_package_visibility_methods,number_private_visibility_attributes,number_private_visibility_methods,number_protected_visibility_attributes,number_protected_visibility_methods,number_public_visibility_methods,number_standard_design_methods,number_static_methods,visibility_type
feature-envy,quartz-1.8.3,org.quartz.xml,XMLSchedulingDataProcessor,initDocumentParser(),1,0,0,0,0,0,2,49,1,0,2,0,4,1,1,1,2,1,1,0,1,0,4.263157895,4.1,14,11,34,1,12,0.963869464,1100,1238,52319,1127,0,0,2,22,3,280,1,0,1,0,36,46,2438,38,49,2923,40,5,44,88,0.426742532,162,164,0.727272727,0,other,8,1,7,14,7,0,0,0,1,0,0,0,40,40,0,0,0,5,1,12,22,17,37,0,public
feature-envy,quartz-1.8.3,org.quartz.xml,XMLSchedulingDataProcessor,resolveSchemaSource(),1,0,0,0,0,0,3,24,2,0,3,0,6,1,1,1,4,0,1,0,1,0,4.263157895,4.1,14,11,34,1,12,0.963869464,1100,1238,52319,1127,0,0,2,22,3,280,1,0,1,0,36,46,2438,38,49,2923,40,5,44,88,0.426742532,162,164,0.727272727,0,other,8,1,7,14,7,0,0,0,1,0,0,0,40,40,0,0,0,5,1,12,22,17,37,0,public
feature-envy,quartz-1.8.3,org.quartz.xml,XMLSchedulingDataProcessor,process(InputSource),2,1,0,8,3,0,4,244,41,0,59,0,84,0.578947368,7,8,11,6,15,0,0.466666667,0,4.263157895,4.1,14,11,34,1,12,0.963869464,1100,1238,52319,1127,0,0,2,22,3,280,1,0,1,0,36,46,2438,38,49,2923,40,5,44,88,0.426742532,162,164,0.727272727,0,other,8,1,7,14,7,0,0,0,1,0,0,0,40,40,0,0,0,5,1,12,22,17,37,0,public
feature-envy,quartz-1.8.3,org.quartz.xml,XMLSchedulingDataProcessor,scheduleJobs(Scheduler),2,1,0,6,2,0,8,176,41,0,14,0,21,0.142857143,5,15,1,5,22,0,0.227272727,0,4.263157895,4.1,14,11,34,1,12,0.963869464,1100,1238,52319,1127,0,0,2,22,3,280,1,0,1,0,36,46,2438,38,49,2923,40,5,44,88,0.426742532,162,164,0.727272727,0,other,8,1,7,14,7,0,0,0,1,0,0,0,40,40,0,0,0,5,1,12,22,17,37,0,public
feature-envy,quartz-1.8.3,org.quartz.impl.jdbcjobstore,JobStoreSupport,clusterRecover(ConnectionList),3,2,0,18,6,0,8,163,16,0,22,0,56,0.333333333,9,18,9,4,31,0,0.290322581,0,3.194915254,2.770700637,43,31,181,1,69,0.98964497,3392,12094,52319,3877,0,0,39,39,71,280,46,2,2,7,36,469,2438,118,560,2923,157,0,44,366,0.240110079,377,435,0,0,abstract,6,1,5,32,6,1,2,0,0,0,0,0,155,157,0,0,0,22,4,17,62,91,118,0,public
feature-envy,drawswf-1.2.9,com.anotherbigidea.flash.sound,MP3Frame,getBitRate(),1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,5.2,3.444444444,0,0,0,1,0,0.953571429,161,1005,38451,177,0,1,4,35,8,297,0,0,0,1,25,30,2257,5,38,2742,9,14,33,9,0.535714286,26,31,0.217391304,0,other,19,0,19,14,21,2,0,0,1,0,0,0,9,8,1,0,0,2,0,19,0,9,4,1,public
feature-envy,drawswf-1.2.9,com.anotherbigidea.flash.sound,MP3Frame,getSampleRate(),1,0,1,0,0,2,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,5.2,3.444444444,0,0,0,1,0,0.953571429,161,1005,38451,177,0,1,4,35,8,297,0,0,0,1,25,30,2257,5,38,2742,9,14,33,9,0.535714286,26,31,0.217391304,0,other,19,0,19,14,21,2,0,0,1,0,0,0,9,8,1,0,0,2,0,19,0,9,4,1,public
feature-envy,drawswf-1.2.9,com.anotherbigidea.flash.sound,MP3Frame,isStereo(),1,0,1,0,0,2,1,1,1,0,0,0,2,1,0,0,2,0,0,0,0,0,5.2,3.444444444,0,0,0,1,0,0.953571429,161,1005,38451,177,0,1,4,35,8,297,0,0,0,1,25,30,2257,5,38,2742,9,14,33,9,0.535714286,26,31,0.217391304,0,other,19,0,19,14,21,2,0,0,1,0,0,0,9,8,1,0,0,2,0,19,0,9,4,1,public
feature-envy,drawswf-1.2.9,com.anotherbigidea.flash.sound,MP3Helper,getSoundDefinition(InputStream),3,1,0,8,2,0,3,39,7,0,9,0,16,0,2,4,0,0,6,0,0.333333333,1,5.666666667,5.666666667,11,6,8,1,5,0,142,1005,38451,142,0,0,0,0,8,297,0,0,0,1,25,30,2257,3,38,2742,3,0,33,16,0,17,17,1,0,other,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,3,public
feature-envy,velocity-1.6.4,org.apache.velocity.convert,WebMacro,convert(String),1,1,0,0,0,0,3,30,4,0,7,0,8,1,0,0,1,1,0,0,0,0,3,3,0,1,1,1,1,0.857142857,269,269,55590,269,0,0,0,3,1,388,0,0,0,0,47,8,2678,8,8,2957,8,0,33,9,1,24,24,1,0,other,2,0,2,0,3,1,0,1,0,3,2,1,6,5,1,0,0,0,5,3,0,4,8,2,public
feature-envy,velocity-1.6.4,org.apache.velocity.convert,WebMacro,extractPath(String),1,1,0,0,0,0,1,6,2,0,2,0,2,0,0,0,0,0,0,0,0,0,3,3,0,1,1,1,1,0.857142857,269,269,55590,269,0,0,0,3,1,388,0,0,0,0,47,8,2678,8,8,2957,8,0,33,9,1,24,24,1,0,other,2,0,2,0,3,1,0,1,0,3,2,1,6,5,1,0,0,0,5,3,0,4,8,2,public
feature-envy,velocity-1.6.4,org.apache.velocity.anakia,AnakiaTask,process(StringDocument),1,2,0,1,1,0,5,162,22,0,15,0,28,0.769230769,9,9,10,3,11,0,0.818181818,0,7.285714286,4.2,4,12,15,4,12,0.913265306,478,1541,55590,581,74,1,8,14,11,388,1,0,0,0,47,75,2678,7,88,2957,15,0,33,35,0.2,51,63,0.272727273,0,other,0,0,0,14,0,0,0,0,1,0,0,0,15,15,0,2,0,12,4,0,0,11,6,0,public
feature-envy,jspwiki-2.8.4,com.ecyrd.management,SimpleMBean,findGetterSetter(ClassStringClass),1,3,0,0,0,0,2,18,3,0,7,0,6,0,0,0,0,0,0,0,0,1,4.555555556,4.272727273,0,0,0,1,0,1,337,382,69144,382,0,0,2,1,1,405,0,2,1,0,36,9,2245,9,11,2714,11,0,40,11,0,41,47,0,0,abstract,0,0,0,1,0,0,2,0,1,0,0,0,9,10,1,0,0,0,1,1,2,8,8,1,public
feature-envy,jspwiki-2.8.4,com.ecyrd.jspwiki.plugin,PageViewPlugin.PageViewManager,execute(WikiContextMap),3,2,1,21,7,1,7,210,48,0,37,0,62,0.16,6,9,4,2,14,0,0.428571429,0,8.1,8.1,29,13,15,1,11,0.73015873,517,5337,69144,517,0,0,0,7,36,405,1,0,1,3,36,124,2245,10,130,2714,10,0,40,32,1,81,81,1,0,final,1,1,0,6,0,0,0,1,0,0,0,0,11,11,0,0,0,7,5,0,2,4,10,0,public
feature-envy,jspwiki-2.8.4,com.ecyrd.jspwiki.plugin,RecentChangesPlugin,execute(WikiContextMap),3,2,0,11,3,0,6,156,13,0,25,0,40,0.214285714,5,9,3,3,14,0,0.357142857,0,4,4,13,14,10,2,6,1,224,5337,69144,224,5,0,0,7,36,405,0,0,1,3,36,124,2245,5,130,2714,5,5,40,33,1,20,20,0.166666667,0,other,6,0,6,0,7,1,0,0,0,0,0,0,5,5,0,0,0,2,4,0,0,1,5,0,public
feature-envy,jgraph-5.13.0.0,com.jgraph.layout,JGraphExampleLayoutCache,JGraphExampleLayoutCache(),1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,3.090909091,1,24,20,2,11,0.85,322,4505,53577,330,130,2,1,6,36,399,5,0,0,3,23,181,2349,10,221,2996,11,0,32,232,0.619047619,33,34,0.888888889,0,other,0,0,0,13,0,0,0,0,3,0,0,0,11,11,0,0,0,0,1,13,1,9,7,0,public
feature-envy,jgraph-5.13.0.0,com.jgraph.layout,JGraphExampleLayoutCache,JGraphExampleLayoutCache(JGraphExampleGraph),1,1,1,2,2,1,1,5,1,0,1,0,5,0.666666667,3,2,2,0,4,0,0.75,0,3.3,3.090909091,1,24,20,2,11,0.85,322,4505,53577,330,130,2,1,6,36,399,5,0,0,3,23,181,2349,10,221,2996,11,0,32,232,0.619047619,33,34,0.888888889,0,other,0,0,0,13,0,0,0,0,3,0,0,0,11,11,0,0,0,0,1,13,1,9,7,0,public
feature-envy,jgraph-5.13.0.0,com.jgraph.layout.hierarchical,JGraphMedianHybridCrossingReduction,transpose(intJGraphHierarchyModel),1,2,0,1,1,0,7,138,25,0,27,0,30,0,1,3,0,0,4,0,0.25,0,10.14285714,9,5,5,8,1,4,0.952380952,517,2496,53577,525,0,0,1,6,12,399,1,0,2,1,23,46,2349,7,76,2996,8,0,32,18,0.333333333,71,72,0.5,0,other,0,0,0,6,0,0,0,1,0,0,0,0,9,9,0,0,0,0,5,6,1,3,7,0,public
feature-envy,jgraph-5.13.0.0,com.jgraph.example.panelexample,FlyweightUIComponent,installAttributes(ObjectCellViewbooleanJGraph),2,4,2,5,3,2,6,119,15,0,14,0,26,0.5,6,10,5,1,14,0,0.428571429,0,3.857142857,3.5,5,6,11,5,6,0.949579832,259,710,53577,264,520,0,1,17,9,399,0,0,3,0,23,30,2349,7,43,2996,8,6,32,25,0.533333333,27,28,0.416666667,0,other,0,0,0,15,2,2,0,0,1,0,0,0,8,8,0,0,0,11,1,0,1,6,6,0,public
feature-envy,openjms-0.7.7-beta-1,org.exolab.jms.tranlog,DataTransactionLogEntry,DataTransactionLogEntry(),1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.428571429,0,3,4,2,2,0.666666667,68,1207,68929,98,11,2,2,2,9,515,0,0,1,0,79,50,3254,5,69,3790,7,0,48,22,1,6,10,0.6,0,other,1,0,1,1,1,0,0,0,3,0,0,0,7,7,0,1,2,1,0,0,0,5,2,0,public
feature-envy,openjms-0.7.7-beta-1,org.exolab.jms.tranlog,DataTransactionLogEntry,DataTransactionLogEntry(ExternalXidString),1,2,1,0,0,1,1,3,1,0,2,0,2,0,0,0,0,1,0,0,0,0,1.2,1.428571429,0,3,4,2,2,0.666666667,68,1207,68929,98,11,2,2,2,9,515,0,0,1,0,79,50,3254,5,69,3790,7,0,48,22,1,6,10,0.6,0,other,1,0,1,1,1,0,0,0,3,0,0,0,7,7,0,1,2,1,0,0,0,5,2,0,public
feature-envy,openjms-0.7.7-beta-1,org.exolab.jms.tranlog,DataTransactionLogEntry,DataTransactionLogEntry(ExternalXidStringlong),1,3,0,0,0,0,1,3,1,0,3,0,3,0,1,1,0,0,1,0,1,0,1.2,1.428571429,0,3,4,2,2,0.666666667,68,1207,68929,98,11,2,2,2,9,515,0,0,1,0,79,50,3254,5,69,3790,7,0,48,22,1,6,10,0.6,0,other,1,0,1,1,1,0,0,0,3,0,0,0,7,7,0,1,2,1,0,0,0,5,2,0,public
feature-envy,openjms-0.7.7-beta-1,org.exolab.jms.plugins.proxygen,ProxyGenerator,generateMethod(MethodSourceWriter),1,2,0,0,0,0,4,153,36,0,27,0,31,1,4,8,2,5,8,0,0.5,0,5.714285714,5.714285714,0,3,15,1,5,0.967948718,612,1393,68929,612,0,0,0,12,9,515,2,0,0,0,79,50,3254,14,65,3790,14,0,48,29,0.309090909,80,80,1,0,other,9,3,6,3,6,0,0,0,1,0,0,0,14,13,1,0,0,12,2,0,10,2,13,1,public
feature-envy,openjms-0.7.7-beta-1,org.exolab.jms.net.uri,URIHelper,convertHostToAddress(URI),3,1,7,7,1,9,3,20,5,0,6,0,12,0,1,1,0,1,8,0,0.125,1,2.923076923,2.923076923,7,4,4,1,3,0,280,2794,68929,280,0,0,0,0,4,515,0,0,0,0,79,46,3254,13,60,3790,13,0,48,25,0,38,38,1,0,final,0,0,0,0,0,0,0,0,1,0,0,0,13,1,12,0,0,0,2,0,0,11,12,12,public
feature-envy,fitlibraryforfitnesse-20100806,fitlibrary.specify.entityParser,UserAdapter,addDebt(Userdouble),1,2,0,0,0,0,1,4,1,0,2,0,2,0,1,1,0,0,1,0,1,0,1.333333333,1.2,1,1,1,1,1,0.75,15,87,25691,26,0,0,2,2,4,795,0,0,2,0,87,12,3476,3,17,4165,5,0,108,7,0.2,4,6,0.6,0,other,0,0,0,2,0,0,0,0,0,0,0,0,5,5,0,2,0,0,0,0,0,5,3,0,public
feature-envy,fitlibraryforfitnesse-20100806,fitlibrary.specify.entityParser,UserAdapter,findUser(String),1,1,0,0,0,0,1,6,2,0,2,0,3,1,0,0,1,0,0,0,0,0,1.333333333,1.2,1,1,1,1,1,0.75,15,87,25691,26,0,0,2,2,4,795,0,0,2,0,87,12,3476,3,17,4165,5,0,108,7,0.2,4,6,0.6,0,other,0,0,0,2,0,0,0,0,0,0,0,0,5,5,0,2,0,0,0,0,0,5,3,0,public
feature-envy,fitlibraryforfitnesse-20100806,fitlibraryGeneric.list,ListParser2,parseTable(TableTestResults),3,2,0,5,4,0,2,27,8,0,7,0,15,0.285714286,8,14,2,1,17,0,0.470588235,0,4.6,4.6,7,24,26,2,15,0.5,92,252,25691,92,7,2,0,1,5,795,1,0,0,0,87,17,3476,5,19,4165,5,0,108,55,0.333333333,23,23,1,0,other,0,0,0,1,0,0,0,0,1,0,0,0,5,4,1,0,0,1,1,0,2,2,4,1,public
feature-envy,colt-1.2.0,cern.jet.math,NumericalIntegration,NumericalIntegration(),1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,6,2888,75688,6,0,0,0,0,133,525,0,0,0,0,67,235,3956,1,235,4143,1,0,24,1,1,1,1,0,0,other,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,package
feature-envy,colt-1.2.0,cern.jet.math,Exponential,Exponential(),1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,6,2888,75688,6,0,0,0,0,133,525,0,0,0,0,67,235,3956,1,235,4143,1,0,24,1,1,1,1,0,0,other,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,package
feature-envy,colt-1.2.0,cern.jet.math,ExponentialIntegral,ExponentialIntegral(),1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,6,2888,75688,6,0,0,0,0,133,525,0,0,0,0,67,235,3956,1,235,4143,1,0,24,1,1,1,1,0,0,other,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,package
feature-envy,colt-1.2.0,cern.colt.matrix.linalg,EigenvalueDecomposition,hqr2(),1,0,0,0,0,0,7,438,69,0,27,0,34,1,0,0,7,1,0,0,0,0,13.54545455,13.54545455,2,7,7,1,6,0.7625,947,5531,75688,947,0,1,0,8,27,525,0,0,1,2,67,237,3956,11,246,4143,11,0,24,18,0.6,149,149,1,0,other,1,0,1,9,1,0,0,0,1,0,0,0,11,11,0,1,0,9,5,0,0,6,10,0,public
feature-envy,colt-1.2.0,cern.colt.bitvector,BitVector,forEachIndexFromToInState(intintbooleanIntProcedure),1,4,0,1,1,0,6,111,21,0,16,0,19,0.666666667,2,4,2,1,4,0,0.5,0,3.848484848,3.771428571,3,3,11,2,4,0.455882353,724,1466,75688,754,0,3,2,2,4,525,1,0,0,0,67,77,3956,33,79,4143,35,0,24,46,0.878787879,127,132,0.935483871,0,other,0,0,0,2,0,0,0,0,2,0,0,0,35,34,1,0,0,0,0,2,4,31,31,1,public
feature-envy,jung-2.0.1,edu.uci.ics.jung.visualization3d.decorators,PickableVertexPaintTransformer,transform(Object),1,1,0,3,1,0,1,7,2,0,1,0,4,0,1,1,0,0,1,0,1,0,2,2,3,2,1,1,1,1,40,40,53617,40,0,0,0,3,1,786,0,0,1,0,63,2,3333,2,2,3884,2,0,40,3,1,4,4,1,0,other,0,0,0,3,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,3,0,2,1,0,public
feature-envy,jung-2.0.1,edu.uci.ics.jung.io.graphml.parser,GraphElementParser,GraphElementParser(ParserContext),1,1,1,0,0,1,1,3,1,0,1,0,1,0,1,1,0,0,1,0,1,0,5.8,5.8,25,22,27,2,15,0,214,1004,53617,214,5,0,0,0,14,786,0,0,0,1,63,41,3333,5,41,3884,5,0,40,51,1,29,29,1,0,other,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,0,3,0,0,2,4,0,public
feature-envy,jung-2.0.1,edu.uci.ics.jung.io.graphml.parser,GraphElementParser,parse(XMLEventReaderStartElement),3,2,0,19,6,0,6,143,17,0,20,0,47,0,11,22,0,0,33,0,0.333333333,0,5.8,5.8,25,22,27,2,15,0,214,1004,53617,214,5,0,0,0,14,786,0,0,0,1,63,41,3333,5,41,3884,5,0,40,51,1,29,29,1,0,other,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,0,3,0,0,2,4,0,public
feature-envy,pooka-3.0-080505,net.suberic.pooka.resource,JDBCResourceManager,createVariableBundle(StringVariableBundle),1,2,0,0,0,0,2,22,2,0,3,0,2,0,1,1,0,0,1,0,1,0,3.428571429,3.428571429,3,11,16,2,11,0,151,473,68127,151,10,0,0,0,4,813,0,0,0,0,36,32,3762,7,32,4551,7,0,28,37,0,24,24,1,0,other,0,0,0,0,0,0,0,1,0,0,0,0,8,7,1,0,0,0,0,0,0,8,7,1,public
feature-envy,pooka-3.0-080505,net.suberic.pooka.resource,JDBCResourceManager,createMailcap(String),1,1,0,0,0,0,1,3,1,0,1,0,0,0,1,1,0,0,1,0,1,0,3.428571429,3.428571429,3,11,16,2,11,0,151,473,68127,151,10,0,0,0,4,813,0,0,0,0,36,32,3762,7,32,4551,7,0,28,37,0,24,24,1,0,other,0,0,0,0,0,0,0,1,0,0,0,0,8,7,1,0,0,0,0,0,0,8,7,1,public
feature-envy,pooka-3.0-080505,net.suberic.pooka.resource,JDBCResourceManager,createPookaTrustManager(TrustManager[]String),1,2,0,0,0,0,1,3,1,0,2,0,1,0,1,1,0,0,1,0,1,0,3.428571429,3.428571429,3,11,16,2,11,0,151,473,68127,151,10,0,0,0,4,813,0,0,0,0,36,32,3762,7,32,4551,7,0,28,37,0,24,24,1,0,other,0,0,0,0,0,0,0,1,0,0,0,0,8,7,1,0,0,0,0,0,0,8,7,1,public
feature-envy,pooka-3.0-080505,net.suberic.pooka.gui.search,SearchEntryPanel,setEnabled(boolean),3,1,1,11,1,1,2,10,2,0,3,0,21,0.176470588,2,0,3,0,2,0,1,0,1.818181818,2.214285714,12,4,15,5,8,0.86013986,261,903,68127,319,520,0,3,11,10,813,5,0,0,0,36,44,3762,11,52,4551,14,5,28,32,1,20,31,0.428571429,0,other,0,0,0,7,5,5,0,0,3,0,0,0,14,14,0,7,0,0,5,0,0,9,8,0,public
feature-envy,pooka-3.0-080505,net.suberic.pooka.thread,LoadMessageThread,loadWaitingMessages(),3,0,0,10,4,0,11,171,39,5,18,2,31,0.230769231,5,10,3,5,17,2,0.294117647,0,4.555555556,3.782608696,10,7,12,2,7,0.921487603,405,1082,68127,430,44,1,5,11,6,813,0,0,0,0,36,54,3762,18,69,4551,23,2,28,42,0.385714286,82,87,0.708333333,0,other,0,0,0,9,2,2,0,0,1,0,0,0,23,23,0,0,0,9,1,0,0,22,17,0,public
feature-envy,pooka-3.0-080505,net.suberic.pooka.cache,CachingFolderInfo,loadFolder(boolean),1,1,0,8,2,0,10,121,33,2,9,2,30,0.944444444,5,7,17,1,16,2,0.3125,0,6.225,5.953488372,34,38,89,3,21,0.944444444,1348,3417,68127,1400,123,34,3,3,14,813,1,0,0,1,36,161,3762,40,181,4551,43,0,28,302,0.340243902,249,256,0.909090909,0,other,0,0,0,2,1,1,0,0,2,0,0,0,43,43,0,1,0,1,0,1,10,33,38,0,public
feature-envy,galleon-2.3.0,org.lnicholls.galleon.apps.desktop,DesktopConfiguration,getName(),1,0,1,0,0,1,1,5,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1.285714286,0,0,0,1,0,0.777777778,45,467,120720,79,0,1,4,3,6,764,0,0,1,0,30,16,3256,3,20,4305,7,0,35,7,0.238095238,3,9,0.428571429,0,other,0,0,0,3,0,0,0,0,0,0,0,0,7,7,0,0,0,3,0,0,0,7,3,0,public
feature-envy,galleon-2.3.0,org.lnicholls.galleon.apps.desktop,DesktopConfiguration,setName(String),1,1,1,0,0,1,1,9,3,0,1,0,3,1,0,0,2,0,0,0,0,0,1,1.285714286,0,0,0,1,0,0.777777778,45,467,120720,79,0,1,4,3,6,764,0,0,1,0,30,16,3256,3,20,4305,7,0,35,7,0.238095238,3,9,0.428571429,0,other,0,0,0,3,0,0,0,0,0,0,0,0,7,7,0,0,0,3,0,0,0,7,3,0,public
feature-envy,galleon-2.3.0,org.lnicholls.galleon.apps.desktop,DesktopConfiguration,setModified(boolean),1,1,0,0,0,0,1,5,1,0,1,0,2,1,0,0,1,0,0,0,0,0,1,1.285714286,0,0,0,1,0,0.777777778,45,467,120720,79,0,1,4,3,6,764,0,0,1,0,30,16,3256,3,20,4305,7,0,35,7,0.238095238,3,9,0.428571429,0,other,0,0,0,3,0,0,0,0,0,0,0,0,7,7,0,0,0,3,0,0,0,7,3,0,public
feature-envy,galleon-2.3.0,org.lnicholls.galleon.apps.desktop,Desktop.DesktopScreen,update(),1,0,1,0,0,1,4,137,7,0,15,0,17,0,2,3,0,0,3,0,0.666666667,0,3,3,0,5,5,6,3,0.75,233,467,120720,233,114,2,0,1,6,764,1,0,0,0,30,16,3256,5,20,4305,5,0,35,18,0.333333333,15,15,1,0,other,0,0,0,1,0,0,0,0,1,0,0,0,5,5,0,0,0,1,1,0,0,4,4,0,public
feature-envy,galleon-2.3.0,org.lnicholls.galleon.apps.email,org.lnicholls.galleon.apps.email.Email$3,run(),3,0,0,10,3,0,8,235,25,0,24,0,32,0,4,4,0,0,12,0,0.333333333,0,25,25,10,6,4,2,4,0,239,1875,120720,239,44,1,0,0,14,764,0,0,0,0,30,40,3256,1,65,4305,1,0,35,13,1,25,25,0,0,other,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,package
feature-envy,galleon-2.3.0,org.lnicholls.galleon.apps.internetSlideshows,InternetSlideshows,getPhotoDescriptions(String),1,1,1,0,0,1,9,177,21,0,19,0,20,0,4,9,0,0,9,0,0.444444444,1,12.5,12.5,2,23,18,7,12,1,1405,2029,120720,1405,158,1,0,9,12,764,6,0,0,0,30,39,3256,2,54,4305,2,1,35,90,0,25,25,0.666666667,0,other,2,0,2,6,3,1,0,0,0,0,0,0,2,1,1,0,0,8,0,0,0,2,2,1,public
feature-envy,galleon-2.3.0,org.lnicholls.galleon.widget,DefaultApplication,init(IContext),3,1,22,10,4,22,4,77,7,3,7,2,22,0.090909091,7,8,1,0,18,2,0.388888889,0,4.142857143,3.4,15,22,46,6,25,0.972906404,2297,7792,120720,2396,129,0,9,14,29,764,6,22,0,2,30,163,3256,21,230,4305,30,2,35,93,0.073891626,87,102,0.607142857,0,other,1,0,1,10,4,3,0,0,0,0,0,0,30,25,5,0,0,12,1,0,3,26,21,5,public
feature-envy,galleon-2.3.0,org.lnicholls.galleon.database,PersistentValueManager,savePersistentValue(StringStringDateint),1,4,0,0,0,0,6,120,12,0,14,0,15,1,2,3,1,3,3,0,0.666666667,1,4.0625,4.0625,2,3,11,1,4,0.933333333,625,12350,120720,625,0,0,0,1,35,764,1,0,0,14,30,591,3256,16,880,4305,16,0,35,29,0.057142857,65,65,1,0,other,0,0,0,0,1,1,0,0,0,0,0,0,16,0,16,0,0,1,1,0,0,15,16,16,public
feature-envy,galleon-2.3.0,org.lnicholls.galleon.apps.traffic,Traffic,getTrafficResults(StringStringStringStringString),1,5,1,0,0,1,7,193,21,0,26,0,27,1,4,10,1,0,10,0,0.4,1,12,12,3,23,15,7,10,1,1280,1908,120720,1280,158,1,0,9,12,764,5,0,0,0,30,40,3256,2,62,4305,2,1,35,91,0,24,24,0.666666667,0,other,2,0,2,6,3,1,0,0,0,0,0,0,2,1,1,0,0,8,0,0,0,2,2,1,public
feature-envy,galleon-2.3.0,org.lnicholls.galleon.server,TiVoListener,resolveService(JmDNSStringStringServiceInfo),3,4,0,9,2,0,7,177,20,1,13,1,35,0.428571429,2,5,6,0,20,1,0.1,0,5.5,5.5,9,4,6,1,4,0.95,305,4016,120720,305,0,0,0,8,17,764,0,0,2,2,30,203,3256,6,326,4305,6,0,35,29,0.6,33,33,1,0,other,6,0,6,1,7,1,0,0,1,0,0,0,6,6,0,0,0,8,0,0,0,6,5,0,public
feature-envy,wct-1.5.2,org.webcurator.core.harvester.agent,HarvestAgentFactoryImpl,getHarvestAgent(Stringint),1,2,0,2,1,0,1,6,1,0,3,0,7,0,1,1,0,0,3,0,0.333333333,0,1,1,3,5,2,1,2,0,14,608,69698,14,0,0,0,0,3,606,0,0,1,3,65,40,2783,2,50,5527,2,0,85,6,0,2,2,1,0,other,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,public
feature-envy,wct-1.5.2,org.webcurator.core.harvester.agent,HarvestAgentFactoryImpl,getLogReader(Stringint),1,2,0,1,1,0,1,3,1,0,2,0,3,0,1,1,0,0,1,0,1,0,1,1,3,5,2,1,2,0,14,608,69698,14,0,0,0,0,3,606,0,0,1,3,65,40,2783,2,50,5527,2,0,85,6,0,2,2,1,0,other,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,public
feature-envy,wct-1.5.2,org.webcurator.core.harvester.agent,HarvesterStatusUtil,formatTime(long),1,1,2,0,0,2,1,22,1,0,7,0,7,0,0,0,0,0,0,0,0,1,3,3,0,0,0,1,0,0,60,608,69698,60,0,0,0,0,3,606,0,0,0,3,65,40,2783,2,50,5527,2,0,85,2,0,6,6,1,0,other,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,2,public
