dataset,project,package,complextype,method,severity,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,isStatic_method,AMWNAMM_type,AMW_type,ATFD_type,CBO_type,CFNAMM_type,DIT_type,FANOUT_type,LCOM5_type,LOCNAMM_type,LOC_package,LOC_project,LOC_type,NIM_type,NMO_type,NOAM_type,NOA_type,NOCS_package,NOCS_project,NOCS_type,NOC_type,NOII_type,NOI_package,NOI_project,NOMNAMM_package,NOMNAMM_project,NOMNAMM_type,NOM_package,NOM_project,NOM_type,NOPA_type,NOPK_project,RFC_type,TCC_type,WMCNAMM_type,WMC_type,WOC_type,isStatic_type,modifier_type,num_final_attributes,num_final_not_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_static_attributes,num_static_not_final_attributes,number_abstract_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,number_final_methods,number_final_not_static_methods,number_final_static_methods,number_not_abstract_not_final_methods,number_not_final_not_static_methods,number_not_final_static_methods,number_package_visibility_attributes,number_package_visibility_methods,number_private_visibility_attributes,number_private_visibility_methods,number_protected_visibility_attributes,number_protected_visibility_methods,number_public_visibility_methods,number_standard_design_methods,number_static_methods,visibility_type
long-method,aoi-2.8.1,artofillusion.raster,Raster,createFinalImage(Vec3Vec3Vec3Vec3),2.0,4.0,0.0,5.0,1.0,0.0,8.0,165.0,11.0,0.0,19.0,0.0,31.0,0.6666666666666666,4.0,6.0,10.0,0.0,7.0,0.0,0.5714285714285714,0.0,12.066666666666666,11.575757575757576,87.0,42.0,85.0,1.0,37.0,0.7877155172413793,3455.0,3924.0,136533.0,3563.0,0.0,0.0,3.0,29.0,15.0,799.0,8.0,0.0,2.0,1.0,32.0,74.0,5602.0,30.0,84.0,6880.0,33.0,6.0,22.0,161.0,0.5777777777777777,362.0,382.0,0.4375,0.0,other,7.0,0.0,7.0,50.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0,1.0,51.0,22.0,0.0,0.0,10.0,29.0,0.0,public
long-method,aoi-2.8.1,artofillusion.raster,Raster,renderTriangleGouraud(Vec2floatdoubledoubleRGBColorRGBColorVec2floatdoubledoubleRGBColorRGBColorVec2floatdoubledoubleRGBColorRGBColorRenderingTriangledoubledoublebooleanObjectMaterialInfoRasterContext),4.0,24.0,0.0,12.0,4.0,0.0,7.0,646.0,39.0,4.0,141.0,3.0,162.0,0.3333333333333333,4.0,4.0,6.0,2.0,8.0,2.0,0.5,0.0,12.066666666666666,11.575757575757576,87.0,42.0,85.0,1.0,37.0,0.7877155172413793,3455.0,3924.0,136533.0,3563.0,0.0,0.0,3.0,29.0,15.0,799.0,8.0,0.0,2.0,1.0,32.0,74.0,5602.0,30.0,84.0,6880.0,33.0,6.0,22.0,161.0,0.5777777777777777,362.0,382.0,0.4375,0.0,other,7.0,0.0,7.0,50.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0,1.0,51.0,22.0,0.0,0.0,10.0,29.0,0.0,public
long-method,aoi-2.8.1,artofillusion.raster,Raster,renderTriangleHybrid(Vec2floatVec3Vec3doubledoubleRGBColorVec2floatVec3Vec3doubledoubleRGBColorVec2floatVec3Vec3doubledoubleRGBColorRenderingTriangleVec3Vec3doubledoublebooleanObjectMaterialInfoRasterContext),4.0,29.0,0.0,18.0,5.0,0.0,8.0,673.0,53.0,7.0,148.0,3.0,179.0,0.28,5.0,5.0,7.0,3.0,10.0,2.0,0.5,0.0,12.066666666666666,11.575757575757576,87.0,42.0,85.0,1.0,37.0,0.7877155172413793,3455.0,3924.0,136533.0,3563.0,0.0,0.0,3.0,29.0,15.0,799.0,8.0,0.0,2.0,1.0,32.0,74.0,5602.0,30.0,84.0,6880.0,33.0,6.0,22.0,161.0,0.5777777777777777,362.0,382.0,0.4375,0.0,other,7.0,0.0,7.0,50.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0,1.0,51.0,22.0,0.0,0.0,10.0,29.0,0.0,public
long-method,aoi-2.8.1,artofillusion.raster,Raster,renderTrianglePhong(Vec2floatVec3Vec3doubledoubleVec2floatVec3Vec3doubledoubleVec2floatVec3Vec3doubledoubleRenderingTriangleVec3Vec3doublebooleanbooleanObjectMaterialInfoRasterContext),4.0,26.0,0.0,19.0,5.0,0.0,8.0,576.0,55.0,6.0,120.0,3.0,152.0,0.2692307692307692,5.0,8.0,7.0,3.0,13.0,2.0,0.38461538461538464,0.0,12.066666666666666,11.575757575757576,87.0,42.0,85.0,1.0,37.0,0.7877155172413793,3455.0,3924.0,136533.0,3563.0,0.0,0.0,3.0,29.0,15.0,799.0,8.0,0.0,2.0,1.0,32.0,74.0,5602.0,30.0,84.0,6880.0,33.0,6.0,22.0,161.0,0.5777777777777777,362.0,382.0,0.4375,0.0,other,7.0,0.0,7.0,50.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0,1.0,51.0,22.0,0.0,0.0,10.0,29.0,0.0,public
long-method,hsqldb-2.0.0,org.hsqldb.result,ResultMetaData,ResultMetaData(int),1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0476190476190474,2.6538461538461537,22.0,10.0,23.0,1.0,8.0,0.9011764705882354,419.0,3186.0,171667.0,444.0,0.0,0.0,5.0,17.0,4.0,465.0,0.0,0.0,0.0,2.0,54.0,112.0,6749.0,21.0,172.0,7652.0,26.0,14.0,22.0,58.0,0.4631578947368421,64.0,69.0,0.3448275862068966,0.0,final,8.0,0.0,8.0,9.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,18.0,8.0,0.0,6.0,3.0,5.0,0.0,0.0,15.0,19.0,8.0,public
long-method,hsqldb-2.0.0,org.hsqldb.result,ResultMetaData,newUpdateResultMetaData(Type[]),1.0,1.0,1.0,0.0,0.0,1.0,1.0,12.0,1.0,0.0,2.0,0.0,6.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,3.0476190476190474,2.6538461538461537,22.0,10.0,23.0,1.0,8.0,0.9011764705882354,419.0,3186.0,171667.0,444.0,0.0,0.0,5.0,17.0,4.0,465.0,0.0,0.0,0.0,2.0,54.0,112.0,6749.0,21.0,172.0,7652.0,26.0,14.0,22.0,58.0,0.4631578947368421,64.0,69.0,0.3448275862068966,0.0,final,8.0,0.0,8.0,9.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,18.0,8.0,0.0,6.0,3.0,5.0,0.0,0.0,15.0,19.0,8.0,public
long-method,hsqldb-2.0.0,org.hsqldb.result,ResultMetaData,newSimpleResultMetaData(Type[]),1.0,1.0,1.0,0.0,0.0,4.0,1.0,10.0,1.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,3.0476190476190474,2.6538461538461537,22.0,10.0,23.0,1.0,8.0,0.9011764705882354,419.0,3186.0,171667.0,444.0,0.0,0.0,5.0,17.0,4.0,465.0,0.0,0.0,0.0,2.0,54.0,112.0,6749.0,21.0,172.0,7652.0,26.0,14.0,22.0,58.0,0.4631578947368421,64.0,69.0,0.3448275862068966,0.0,final,8.0,0.0,8.0,9.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,18.0,8.0,0.0,6.0,3.0,5.0,0.0,0.0,15.0,19.0,8.0,public
long-method,hsqldb-2.0.0,org.hsqldb.result,ResultMetaData,newResultMetaData(int),1.0,1.0,3.0,0.0,0.0,3.0,1.0,6.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0476190476190474,2.6538461538461537,22.0,10.0,23.0,1.0,8.0,0.9011764705882354,419.0,3186.0,171667.0,444.0,0.0,0.0,5.0,17.0,4.0,465.0,0.0,0.0,0.0,2.0,54.0,112.0,6749.0,21.0,172.0,7652.0,26.0,14.0,22.0,58.0,0.4631578947368421,64.0,69.0,0.3448275862068966,0.0,final,8.0,0.0,8.0,9.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,18.0,8.0,0.0,6.0,3.0,5.0,0.0,0.0,15.0,19.0,8.0,public
long-method,hsqldb-2.0.0,org.hsqldb.result,Result,newResult(SessionDataInputRowInputBinaryint),3.0,4.0,0.0,39.0,3.0,0.0,2.0,239.0,41.0,0.0,10.0,0.0,73.0,0.35,9.0,14.0,21.0,2.0,14.0,0.0,0.6428571428571429,1.0,3.1578947368421053,2.201923076923077,72.0,29.0,56.0,1.0,21.0,0.9508299404948325,1211.0,3186.0,171667.0,1512.0,0.0,0.0,47.0,31.0,4.0,465.0,0.0,1.0,0.0,2.0,54.0,112.0,6749.0,57.0,172.0,7652.0,104.0,14.0,22.0,173.0,0.3894042465471037,180.0,229.0,0.4649122807017544,0.0,other,5.0,0.0,5.0,26.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,104.0,67.0,37.0,7.0,1.0,10.0,3.0,0.0,0.0,100.0,55.0,37.0,public
long-method,hsqldb-2.0.0,org.hsqldb,ParserDML,resolveUpdateExpressions(TableRangeVariable[]int[]Expression[]RangeVariable[]),3.0,5.0,1.0,14.0,5.0,1.0,6.0,105.0,22.0,0.0,14.0,0.0,32.0,0.06666666666666667,6.0,9.0,1.0,0.0,13.0,0.0,0.46153846153846156,0.0,14.636363636363637,14.636363636363637,89.0,77.0,90.0,3.0,30.0,0.0,1147.0,69768.0,171667.0,1147.0,183.0,0.0,0.0,0.0,106.0,465.0,0.0,1.0,0.0,12.0,54.0,2196.0,6749.0,11.0,2620.0,7652.0,11.0,0.0,22.0,427.0,0.0,161.0,161.0,0.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,10.0,1.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,10.0,1.0,public
long-method,hsqldb-2.0.0,org.hsqldb,SchemaObjectSet,addAllSQL(OrderedHashSetOrderedHashSetHsqlArrayListIteratorOrderedHashSet),3.0,5.0,1.0,16.0,6.0,1.0,7.0,103.0,26.0,0.0,13.0,0.0,29.0,0.0,11.0,17.0,0.0,1.0,19.0,0.0,0.5789473684210527,1.0,9.882352941176471,9.882352941176471,45.0,23.0,38.0,1.0,16.0,0.53125,496.0,69768.0,171667.0,496.0,0.0,0.0,0.0,2.0,106.0,465.0,0.0,0.0,0.0,12.0,54.0,2196.0,6749.0,17.0,2620.0,7652.0,17.0,0.0,22.0,57.0,0.4583333333333333,168.0,168.0,1.0,0.0,other,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,12.0,5.0,2.0,13.0,0.0,0.0,0.0,0.0,4.0,16.0,5.0,public
long-method,hsqldb-2.0.0,org.hsqldb,StatementDML,performReferentialActions(SessionTableRowSetNavigatorDataChangeRowObject[]int[]HashSet),3.0,7.0,0.0,21.0,8.0,0.0,6.0,145.0,25.0,0.0,19.0,0.0,40.0,0.0,12.0,17.0,0.0,1.0,20.0,0.0,0.6,1.0,9.0,9.0,77.0,57.0,77.0,3.0,31.0,0.9523809523809523,1261.0,69768.0,171667.0,1261.0,58.0,0.0,0.0,4.0,106.0,465.0,0.0,2.0,0.0,12.0,54.0,2196.0,6749.0,22.0,2620.0,7652.0,22.0,0.0,22.0,224.0,0.07352941176470588,198.0,198.0,1.0,0.0,other,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,22.0,19.0,3.0,4.0,21.0,0.0,0.0,0.0,0.0,1.0,17.0,3.0,public
long-method,hsqldb-2.0.0,org.hsqldb,ParserDQL,readExpression(HsqlArrayListshort[]intintboolean),3.0,5.0,0.0,13.0,6.0,0.0,6.0,132.0,24.0,0.0,16.0,0.0,36.0,0.17647058823529413,7.0,10.0,3.0,3.0,13.0,0.0,0.5384615384615384,0.0,6.830882352941177,6.830882352941177,408.0,68.0,165.0,2.0,48.0,0.8481481481481481,5428.0,69768.0,171667.0,5428.0,48.0,2.0,0.0,4.0,106.0,465.0,1.0,1.0,0.0,12.0,54.0,2196.0,6749.0,136.0,2620.0,7652.0,136.0,0.0,22.0,369.0,0.8285237698081734,929.0,929.0,0.0,0.0,other,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,136.0,136.0,0.0,1.0,108.0,0.0,25.0,3.0,3.0,0.0,135.0,0.0,public
long-method,hsqldb-2.0.0,org.hsqldb.index,IndexAVL,findNode(SessionPersistentStoreObject[]int[]intintintboolean),3.0,8.0,0.0,11.0,5.0,0.0,6.0,143.0,26.0,0.0,13.0,0.0,26.0,0.15384615384615385,4.0,5.0,2.0,5.0,6.0,0.0,0.6666666666666666,0.0,4.235294117647059,3.7049180327868854,25.0,21.0,43.0,1.0,15.0,0.9606060606060606,1544.0,2931.0,171667.0,1606.0,0.0,0.0,10.0,22.0,5.0,465.0,1.0,1.0,1.0,1.0,54.0,168.0,6749.0,51.0,188.0,7652.0,61.0,0.0,22.0,110.0,0.23502824858757063,216.0,226.0,0.782608695652174,0.0,other,15.0,14.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61.0,61.0,0.0,9.0,15.0,8.0,0.0,5.0,0.0,46.0,50.0,0.0,public
long-method,hsqldb-2.0.0,org.hsqldb.cmdline,SqlFile,displayResultSet(StatementResultSetint[]String),4.0,4.0,0.0,11.0,2.0,0.0,7.0,429.0,97.0,0.0,34.0,0.0,65.0,0.59375,3.0,6.0,19.0,12.0,6.0,0.0,0.5,0.0,14.083333333333334,13.23076923076923,206.0,12.0,44.0,1.0,17.0,0.9801050013815971,5281.0,6397.0,171667.0,5377.0,0.0,0.0,6.0,94.0,15.0,465.0,7.0,0.0,0.0,0.0,54.0,114.0,6749.0,72.0,120.0,7652.0,78.0,1.0,22.0,132.0,0.21846153846153846,1014.0,1032.0,0.7931034482758621,0.0,other,23.0,0.0,23.0,44.0,54.0,31.0,0.0,0.0,8.0,0.0,0.0,0.0,78.0,62.0,16.0,3.0,1.0,94.0,47.0,0.0,2.0,28.0,64.0,16.0,public
long-method,hsqldb-2.0.0,org.hsqldb.store,BaseHashMap,addOrRemoveMultiVal(longlongObjectObjectbooleanboolean),3.0,6.0,2.0,2.0,1.0,4.0,7.0,183.0,42.0,0.0,12.0,0.0,33.0,0.9047619047619048,1.0,4.0,19.0,2.0,4.0,0.0,0.25,0.0,8.620689655172415,8.366666666666667,5.0,3.0,12.0,1.0,3.0,0.8753315649867375,1496.0,2856.0,171667.0,1505.0,0.0,0.0,1.0,39.0,11.0,465.0,3.0,18.0,0.0,0.0,54.0,121.0,6749.0,29.0,130.0,7652.0,30.0,1.0,22.0,42.0,0.8490028490028491,250.0,251.0,0.75,0.0,other,11.0,2.0,9.0,28.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,30.0,0.0,12.0,2.0,1.0,2.0,25.0,19.0,7.0,28.0,0.0,public
long-method,jmeter-2.5.1,org.apache.jmeter.protocol.http.control,HttpMirrorThread,HttpMirrorThread(Socket),1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,0.0,3.0,6.0,2.0,3.0,1.0,160.0,1993.0,113375.0,160.0,44.0,1.0,0.0,4.0,13.0,909.0,0.0,0.0,0.0,0.0,77.0,133.0,6366.0,4.0,168.0,8059.0,4.0,0.0,110.0,10.0,1.0,22.0,22.0,1.0,0.0,other,4.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,3.0,2.0,public
long-method,jmeter-2.5.1,org.apache.jmeter.monitor.parser,MonitorHandler,startElement(StringStringStringAttributes),4.0,4.0,0.0,33.0,1.0,0.0,6.0,129.0,53.0,0.0,6.0,0.0,77.0,0.23255813953488372,9.0,10.0,10.0,2.0,40.0,0.0,0.225,0.0,9.222222222222221,8.4,33.0,11.0,10.0,2.0,9.0,0.9666666666666666,317.0,486.0,113375.0,327.0,15.0,2.0,1.0,10.0,3.0,909.0,0.0,0.0,0.0,1.0,77.0,16.0,6366.0,9.0,17.0,8059.0,10.0,0.0,110.0,50.0,0.08333333333333333,83.0,84.0,0.9,0.0,other,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,8.0,0.0,public
long-method,xerces-2.10.0,org.apache.xerces.impl,XMLVersionDetector,reset(XMLComponentManager),1.0,1.0,4.0,0.0,0.0,4.0,1.0,10.0,2.0,0.0,2.0,0.0,9.0,1.0,1.0,1.0,7.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,28.0,11.0,9.0,1.0,6.0,0.8181818181818182,199.0,17417.0,188289.0,199.0,0.0,0.0,0.0,11.0,39.0,789.0,0.0,0.0,0.0,5.0,155.0,360.0,7348.0,4.0,425.0,9246.0,4.0,0.0,40.0,22.0,1.0,20.0,20.0,1.0,0.0,other,7.0,1.0,6.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,1.0,9.0,0.0,4.0,4.0,0.0,public
long-method,xerces-2.10.0,org.apache.xerces.impl,XMLVersionDetector,startDocumentParsing(XMLEntityHandlershort),1.0,2.0,4.0,11.0,3.0,4.0,2.0,18.0,2.0,0.0,2.0,0.0,20.0,0.26666666666666666,3.0,1.0,4.0,0.0,6.0,0.0,0.5,0.0,5.0,5.0,28.0,11.0,9.0,1.0,6.0,0.8181818181818182,199.0,17417.0,188289.0,199.0,0.0,0.0,0.0,11.0,39.0,789.0,0.0,0.0,0.0,5.0,155.0,360.0,7348.0,4.0,425.0,9246.0,4.0,0.0,40.0,22.0,1.0,20.0,20.0,1.0,0.0,other,7.0,1.0,6.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,1.0,9.0,0.0,4.0,4.0,0.0,public
long-method,xerces-2.10.0,org.apache.xerces.impl,XMLVersionDetector,fixupCurrentEntity(XMLEntityManagerchar[]int),1.0,3.0,0.0,8.0,2.0,0.0,2.0,25.0,4.0,0.0,6.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,28.0,11.0,9.0,1.0,6.0,0.8181818181818182,199.0,17417.0,188289.0,199.0,0.0,0.0,0.0,11.0,39.0,789.0,0.0,0.0,0.0,5.0,155.0,360.0,7348.0,4.0,425.0,9246.0,4.0,0.0,40.0,22.0,1.0,20.0,20.0,1.0,0.0,other,7.0,1.0,6.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,1.0,9.0,0.0,4.0,4.0,0.0,public
long-method,xerces-2.10.0,org.apache.xerces.impl,XMLEntityManager,setupCurrentEntity(StringXMLInputSourcebooleanboolean),3.0,4.0,1.0,8.0,3.0,1.0,7.0,251.0,66.0,0.0,29.0,0.0,55.0,0.4,6.0,5.0,8.0,3.0,15.0,0.0,0.4,0.0,7.651162790697675,6.903846153846154,37.0,28.0,55.0,1.0,32.0,0.9707390648567119,2982.0,17417.0,188289.0,3148.0,0.0,0.0,9.0,65.0,39.0,789.0,10.0,0.0,2.0,5.0,155.0,360.0,7348.0,43.0,425.0,9246.0,52.0,3.0,40.0,125.0,0.28339140534262486,329.0,359.0,0.717948717948718,0.0,other,37.0,7.0,30.0,25.0,33.0,3.0,0.0,0.0,2.0,3.0,2.0,1.0,49.0,41.0,8.0,0.0,5.0,23.0,8.0,39.0,3.0,36.0,41.0,9.0,public
long-method,jena-2.6.3,jena,sparql,main(String[]),1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,8.0,3051.0,117117.0,8.0,0.0,0.0,0.0,0.0,39.0,1196.0,0.0,0.0,0.0,2.0,192.0,282.0,9201.0,1.0,292.0,9900.0,1.0,0.0,48.0,2.0,1.0,1.0,1.0,1.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,public
long-method,jena-2.6.3,jena,dbdump,main(String[]),1.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,1.0,0.0,2.0,0.0,7.0,1.0,2.0,3.0,4.0,1.0,5.0,0.0,0.4,1.0,1.75,1.75,1.0,9.0,8.0,2.0,5.0,1.0,57.0,3051.0,117117.0,57.0,12.0,0.0,0.0,3.0,39.0,1196.0,0.0,0.0,0.0,2.0,192.0,282.0,9201.0,4.0,292.0,9900.0,4.0,1.0,48.0,33.0,0.3333333333333333,7.0,7.0,0.6666666666666666,0.0,other,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,public
long-method,jena-2.6.3,jena,dbdump,dbdump(),1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.75,1.75,1.0,9.0,8.0,2.0,5.0,1.0,57.0,3051.0,117117.0,57.0,12.0,0.0,0.0,3.0,39.0,1196.0,0.0,0.0,0.0,2.0,192.0,282.0,9201.0,4.0,292.0,9900.0,4.0,1.0,48.0,33.0,0.3333333333333333,7.0,7.0,0.6666666666666666,0.0,other,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,public
long-method,jena-2.6.3,jena,schemagen,determineLanguage(),1.0,0.0,0.0,7.0,2.0,0.0,3.0,39.0,7.0,0.0,1.0,0.0,12.0,0.2222222222222222,4.0,6.0,2.0,0.0,8.0,0.0,0.5,0.0,3.566666666666667,3.5483870967741935,18.0,25.0,96.0,1.0,27.0,0.9490940465918896,1866.0,3051.0,117117.0,1912.0,0.0,0.0,2.0,19.0,39.0,1196.0,8.0,0.0,0.0,2.0,192.0,282.0,9201.0,60.0,292.0,9900.0,62.0,9.0,48.0,160.0,0.6231638418079096,214.0,220.0,0.1,0.0,other,9.0,0.0,9.0,9.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,63.0,62.0,1.0,0.0,0.0,1.0,2.0,9.0,59.0,2.0,60.0,1.0,public
long-method,jena-2.6.3,com.hp.hpl.jena.rdf.arp,JenaReader,processArpOptions(ARPOptionsStringObjectRDFErrorHandler),3.0,4.0,1.0,1.0,1.0,1.0,6.0,117.0,31.0,0.0,8.0,0.0,18.0,0.8,4.0,8.0,4.0,0.0,11.0,0.0,0.36363636363636365,1.0,4.235294117647059,4.055555555555555,8.0,24.0,34.0,1.0,20.0,0.9588235294117647,498.0,3038.0,117117.0,503.0,0.0,0.0,1.0,10.0,17.0,1196.0,0.0,0.0,2.0,8.0,192.0,135.0,9201.0,17.0,153.0,9900.0,18.0,0.0,48.0,61.0,0.5151515151515151,72.0,73.0,0.9,0.0,other,7.0,1.0,6.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,13.0,5.0,2.0,3.0,8.0,5.0,0.0,0.0,10.0,16.0,5.0,public
long-method,jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.impl,LPInterpreter,run(),4.0,0.0,0.0,52.0,13.0,0.0,8.0,394.0,92.0,2.0,39.0,3.0,116.0,0.15873015873015872,23.0,35.0,10.0,7.0,49.0,3.0,0.46938775510204084,0.0,8.117647058823529,5.92,59.0,30.0,49.0,1.0,26.0,0.9391025641025642,712.0,6978.0,117117.0,796.0,0.0,0.0,8.0,13.0,51.0,1196.0,0.0,0.0,0.0,7.0,192.0,317.0,9201.0,17.0,383.0,9900.0,25.0,0.0,48.0,92.0,0.3014705882352941,138.0,148.0,0.7368421052631579,0.0,other,0.0,0.0,0.0,12.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,25.0,21.0,4.0,1.0,0.0,0.0,5.0,12.0,1.0,19.0,14.0,4.0,public
long-method,jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys,FBRuleInfGraph,prepare(),3.0,0.0,4.0,7.0,4.0,5.0,7.0,102.0,22.0,0.0,13.0,0.0,35.0,0.65,12.0,22.0,13.0,4.0,22.0,0.0,0.5454545454545454,0.0,3.0714285714285716,2.9583333333333335,26.0,74.0,94.0,4.0,38.0,0.9376899696048632,879.0,6431.0,117117.0,962.0,59.0,19.0,6.0,14.0,39.0,1196.0,2.0,1.0,1.0,11.0,192.0,379.0,9201.0,42.0,456.0,9900.0,48.0,1.0,48.0,249.0,0.39946018893387314,129.0,142.0,0.85,0.0,other,0.0,0.0,0.0,12.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,48.0,47.0,1.0,1.0,0.0,0.0,5.0,12.0,4.0,39.0,38.0,1.0,public
long-method,jgroups-2.10.0,org.jgroups.demos.wb,Node,toString(),1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,16.0,822.0,126255.0,16.0,0.0,1.0,0.0,7.0,7.0,1093.0,0.0,0.0,1.0,0.0,80.0,66.0,7670.0,1.0,68.0,8798.0,1.0,11.0,21.0,1.0,1.0,1.0,1.0,0.08333333333333333,0.0,other,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,public
long-method,jgroups-2.10.0,org.jgroups.demos.wb,MessageDialog,MessageDialog(FrameStringString),1.0,3.0,1.0,0.0,0.0,1.0,1.0,27.0,1.0,0.0,5.0,0.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,40.0,822.0,126255.0,40.0,520.0,0.0,0.0,2.0,7.0,1093.0,0.0,0.0,1.0,0.0,80.0,66.0,7670.0,2.0,68.0,8798.0,2.0,0.0,21.0,2.0,1.0,2.0,2.0,1.0,0.0,other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,public
